offense_date,crime,a_c,district,Sport,Opponent,Outcome,GameCity,GameState,VenueName,LSUPoints,OpponentPoints,SpecialEvent,GameAttendance
2018-03-23,BATTERY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-17,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-29,THEFT,ATTEMPTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-21,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-24,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-06,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-14,JUVENILE,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-02,ASSAULT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-19,VEHICLE BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-20,OTHER,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-09,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-06,OTHER,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-02,NON-RESIDENTIAL BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-22,ASSAULT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-14,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-12,BATTERY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-10,NARCOTICS,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-16,THEFT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-26,NARCOTICS,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-10,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-17,THEFT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-11,BATTERY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-05,RESIDENTIAL BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-25,BATTERY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-02,OTHER,COMMITTED,Unknown,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-27,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-09,OTHER,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-02,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-02,BATTERY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-26,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-19,NON-RESIDENTIAL BURGLARY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-13,NARCOTICS,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-17,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-04,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-03,OTHER,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-02,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-22,VEHICLE BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-19,RESIDENTIAL BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-30,SEXUAL ASSAULT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-18,VEHICLE BURGLARY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-17,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-18,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-14,BATTERY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-07,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-09,BATTERY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-05,NARCOTICS,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-27,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-27,NUISANCE,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-10,THEFT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-08,THEFT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-20,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-10,FIREARM,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-25,THEFT,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-15,BATTERY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-17,NON-RESIDENTIAL BURGLARY,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-20,OTHER,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-28,NARCOTICS,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-18,NON-RESIDENTIAL BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-23,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-21,RESIDENTIAL BURGLARY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-06,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-15,NON-RESIDENTIAL BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-07,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-02,NON-RESIDENTIAL BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-24,THEFT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-10,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-23,NARCOTICS,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-09,THEFT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-20,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-22,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-09,NARCOTICS,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-10,ASSAULT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-25,BATTERY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-31,OTHER,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-06,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-02,VEHICLE BURGLARY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-19,VEHICLE BURGLARY,ATTEMPTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-01,THEFT,COMMITTED,Unknown,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-21,RESIDENTIAL BURGLARY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-18,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-12,VEHICLE BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-09,OTHER,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-10,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-21,BATTERY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-29,BATTERY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-02,VEHICLE BURGLARY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-07,RESIDENTIAL BURGLARY,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-04,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-06,RESIDENTIAL BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-29,OTHER,ATTEMPTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-27,NARCOTICS,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-13,THEFT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-20,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-06,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-21,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-01,THEFT,COMMITTED,Unknown,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-01,OTHER,COMMITTED,Unknown,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-09,NARCOTICS,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-20,VEHICLE BURGLARY,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-06,NARCOTICS,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-22,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-24,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-24,BATTERY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-16,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-12,ASSAULT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-04,NON-RESIDENTIAL BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-24,FIREARM,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-17,THEFT,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-27,BATTERY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-10,OTHER,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-05,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-03,NON-RESIDENTIAL BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-13,NARCOTICS,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-17,FIREARM,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-02,THEFT,COMMITTED,Unknown,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-23,VEHICLE BURGLARY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-12,THEFT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-16,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-30,JUVENILE,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-20,JUVENILE,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-27,FIREARM,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-01,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-23,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-15,THEFT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-03,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-08,THEFT,COMMITTED,Unknown,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-09,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-06,NON-RESIDENTIAL BURGLARY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-25,VEHICLE BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-07,RESIDENTIAL BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-14,RESIDENTIAL BURGLARY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-08,OTHER,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-15,OTHER,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-21,THEFT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-01,ASSAULT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-15,OTHER,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-24,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-30,THEFT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-11,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-06,BATTERY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-02,VEHICLE BURGLARY,COMMITTED,Unknown,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-03,NON-RESIDENTIAL BURGLARY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-30,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-14,THEFT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-05,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-16,OTHER,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-11,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-01,ASSAULT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-17,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-07,NARCOTICS,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-15,OTHER,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-15,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-12,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-28,THEFT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-28,VEHICLE BURGLARY,COMMITTED,Unknown,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-10,VEHICLE BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-03,FIREARM,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-13,BATTERY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-09,THEFT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-12,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-16,SEXUAL ASSAULT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-24,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-19,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-07,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-29,BATTERY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-22,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-26,THEFT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-20,OTHER,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-13,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-25,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-14,THEFT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-08,OTHER,COMMITTED,Unknown,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-04,THEFT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-16,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,Unknown,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-10,RESIDENTIAL BURGLARY,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-07,THEFT,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-05,INDIVIDUAL ROBBERY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-13,NARCOTICS,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-20,VEHICLE BURGLARY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-13,NARCOTICS,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-14,NON-RESIDENTIAL BURGLARY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-05,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-27,VEHICLE BURGLARY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-17,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-19,VEHICLE BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-19,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-04,VEHICLE BURGLARY,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-14,SEXUAL ASSAULT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-17,OTHER,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-12,OTHER,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-26,BATTERY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-04,RESIDENTIAL BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-06,NON-RESIDENTIAL BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-27,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,Unknown,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-27,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-03,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-24,THEFT,COMMITTED,Unknown,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-16,BATTERY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-24,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-09,NARCOTICS,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-03,FIREARM,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-27,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-09,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-09,RESIDENTIAL BURGLARY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-07,NARCOTICS,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-18,THEFT,COMMITTED,Unknown,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-17,NON-RESIDENTIAL BURGLARY,ATTEMPTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-01,BATTERY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-17,VEHICLE BURGLARY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-20,VEHICLE BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-28,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-15,ASSAULT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-15,VEHICLE BURGLARY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-19,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-22,BATTERY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-03,THEFT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-26,VEHICLE BURGLARY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-07,THEFT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-02,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-27,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-27,BATTERY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-16,THEFT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-27,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-11,JUVENILE,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-16,RESIDENTIAL BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-21,VEHICLE BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-01,THEFT,COMMITTED,Unknown,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-12,NARCOTICS,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-04,BATTERY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-02,ASSAULT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-24,FIREARM,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-11,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
